site,quadrat,identifier,date_collected,class,order,suborder,family,genus,final_id,total_length_mm,notes,photo,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,1,,,
Triquet N,8,Tanya,29-Jun-17,Ostracoda,,,,,Ostracoda,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella californica,3,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Isopoda,Asellota,Munnidae,,Munnidae,0.5,check,TNIsopod,
Triquet N,8,Tanya,29-Jun-17,Polychaeta,Phyllodocida,,,,Phyllodocida,0.4,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Nudibranchia,,,,Nudibranchia,1,,,
Triquet N,8,Tanya,29-Jun-17,Polychaeta,Phyllodocida,,Nereididae,,Nereididae,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella laeviuscula,4,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Isopoda,Asellota,Munnidae,,Munnidae,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Triquet N,8,Tanya,29-Jun-17,,,,,,Nematoda,3,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella laeviuscula,4,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Photis,Photis,3,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Isopoda,Asellota,Munnidae,,Munnidae,0.5,check,TNIsopod,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,2,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,2,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Isopoda,Asellota,Munnidae,,Munnidae,0.5,check,TNIsopod,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Neogastropoda,,Columbellidae,Amphissa,Amphissa,2,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Neogastropoda,,Columbellidae,Amphissa,Amphissa,1,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,2,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Archaeogastropoda,,Trochidae,Lirularia,Lirularia,2,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Photis,Photis,4,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Nudibranchia,,,,Nudibranchia,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella californica,3,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Photis,Photis,4,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Isopoda,Asellota,Munnidae,,Munnidae,0.5,check,TNIsopod,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,2,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,3,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella californica,6,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella californica,4,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Photis,Photis,3,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Polychaeta,Phyllodocida,,Nereididae,,Nereididae,0.4,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Littorinimorpha,,Littorinidae,Lacuna,Lacuna,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella californica,3,,,
Triquet N,8,Tanya,29-Jun-17,Polychaeta,Phyllodocida,,Nereididae,,Nereididae,1.5,,TNEyes2,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Neogastropoda,,Columbellidae,Amphissa,Amphissa,2,,,
Triquet N,8,Tanya,29-Jun-17,Bivalvia,Veneroida,,,,Veneroida,1,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,,Ischyroceridae,2,,,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella laeviuscula,3,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Patellogastropoda,,Lottidae,,Lottidae,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Ischyroceridae,Ischyrocerus,Ischyrocerus anguipes,4,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Isopoda,Asellota,Munnidae,,Munnidae,0.5,,TNIsopod,
Triquet N,8,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Gastropoda,Nudibranchia,,,,Nudibranchia,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,1,,,
Triquet N,8,Tanya,29-Jun-17,Polychaeta,Phyllodocida,,,,Phyllodocida,0.2,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella californica,3,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,1,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Malacostraca,Amphipoda,,Caprellidae,Caprella,Caprella,1,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,8,Tanya,29-Jun-17,Copepoda,Harpacticoida,,,,Harpacticoida,0.5,,,
Triquet N,6,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,6,Tanya,29-Jun-17,Polychaeta,Eunicida,,Lumbrineridae,,Lumbrineridae,2,,,
Triquet N,6,Tanya,29-Jun-17,Polychaeta,Phyllodocida,,Nereididae,Platynereis,Platynereis,1.6,,,
Triquet N,6,Tanya,29-Jun-17,,,,,,Nematoda,3,,,
Triquet N,6,Tanya,29-Jun-17,Foraminifera,,,,,Foraminifera,0.5,,,
Triquet N,6,Tanya,29-Jun-17,Polychaeta,Phyllodocida,,Syllidae,Exogone,Exogone,0.6,,,
Triquet N,6,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,,,Gammaridea,2,,,
Triquet N,6,Tanya,29-Jun-17,,,,,,Nematoda,2,,,
Triquet N,6,Tanya,29-Jun-17,Malacostraca,Amphipoda,Gammaridea,Isaeidae,Photis,Photis,4,,,
Triquet N,6,Tanya,29-Jun-17,Polychaeta,Eunicida,,Lumbrineridae,,Lumbrineridae,1.4,,,
Triquet N,6,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,1,,,
Triquet N,6,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,1,,,
Triquet N,6,Tanya,29-Jun-17,Copepoda,Harpacticoida,,Porcellidiidae,Porcellidium,Porcellidium,0.5,,,
Triquet N,6,Tanya,29-Jun-17,Malacostraca,Tanaidacea,,Leptocheliidae,Leptochelia,Leptochelia,2,,,
